P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
gam Lib b,Radial Velocity,Okayama Astrophysical Observatory,2018,19-09-2023,357.87479,-34.32547,32.10067,0,Msini,13.7,,,0,414.88,-1.47,1.24,0,1.319,-0.003,0.003,0,0.16,-0.107,0.071,0,,,,0,-169.7,-4.9,329.7,0,gam Lib,HD 138905,HIP 76333,K0 III,233.88186,-14.789502,15h35m31.65s,-14d47m22.21s,3.90672,-0.023,0.023,47.4017,-0.90845,0.90845,4879,,,0,1.78,-0.24,0.24,0,12.38,-0.24,0.3,0,-0.27,-0.1,0.08,0,2.82,-0.82,1.97,0,1.897,-0.025,0.022,0,2.5,-0.07,0.06,0,5.1109928,26.122247,1.9067334,0.13917762,0.06492516,1.3358832,1.10796,1.53004,1.3232567,45.934794,33.697248,64.261645,659.97527,613.75963,721.25306,,693.14505,814.542,Jovian,K,15 35 31.65,-14 47 22.21,78.886012,6.9958894,16.997813,8.861345,16.115443,9.3790964,16.115443,8.554698,16.115443,23.980805,0.52472316,0.51531529,0,0,Hot,0,0.088135675,Libra,Lib,Scales
HD 113337 c,Radial Velocity,Multiple Observatories,2022,12-06-2023,6299.6769,-818.40815,772.32303,0,Mass,12.1,,,0,5429.9348,-283.91966,452.06707,0,6.805,-0.468,0.536,0,0.164,-0.056,0.057,0,57.478,-3.652,4.552,0,20.215,-14.322,13.793,0,HD 113337,HD 113337,HIP 63584,F6 V,195.44385,63.610328,13h01m46.52s,+63d36m37.18s,6.02078,-0.023,0.023,36.18,-0.0563,0.0565,6667.33,-35.33,54.17,0,1.41,-0.24,0.24,0,1.53,-0.02,0.02,0,0.07,-0.02,0.02,0,0.15,-0.05,0.1,0,0.62,-0.001,0.001,0,4.21,-0.08,0.08,0,22.817416,520.63445,43.027641,3.5560034,0.93724409,6.8965136,5.68898,7.92102,6.8280829,0.091256564,0.066441248,0.12880454,139.29974,129.33294,152.60983,,146.06123,172.34882,Jovian,F,13 01 46.52,+63 36 37.18,4.1686938,1.4531109,3.3652338,1.840501,3.1905497,1.9448756,3.1905497,1.776407,3.1905497,5.5126925,10.48339,0.2924016,0,0,Cold,0,0.15992948,Draco,Dra,Dragon
HD 28109 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,04-12-2023,7.943,-3.046,4.227,0,Mass,4.23,-0.11,0.11,0,56.00819,-0.00202,0.00194,0,0.308,-0.011,0.011,0,0.1203,,,1,89.543,-0.086,0.093,0,,,,0,HD 28109,HD 28109,,F8/G0 V,65.238306,-68.102688,04h20m57.19s,-68d06m09.68s,9.42,-0.03,0.03,139.611,-0.427,0.429,6120,-50,50,0,1.26,-0.08,0.08,0,1.45,-0.04,0.04,0,0,-0.1,0.1,0,1.1,-0.1,0.1,0,0.456,-0.014,0.024,0,4.13,-0.1,0.1,0,1.3703203,1.8777778,0.4439191,0.10494541,0.005006589,0.3102287,0.2709476,0.3450524,0.30855984,30.34339,24.001031,38.925068,596.25222,563.84169,636.29287,,636.77059,718.59281,Neptunian,F,04 20 57.19,-68 06 09.68,2.8575905,1.2425054,2.9037125,1.5737722,2.7529839,1.663692,2.7529839,1.5190933,2.7529839,4.5641905,3.9431758,0.39256701,0,0,Hot,0,0.20694534,Hydrus,Hyi,Little Water Snake
TOI-238 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2024,16-02-2024,3.4,-0.46,0.46,0,Mass,1.402,-0.086,0.086,0,1.2730991,-2.90E-06,2.9000000e-06,0,0.02118,-0.00038,0.00038,0,0.18,,,1,84.6,,,-1,,,,0,TOI-238,,,K2V,349.23108,-18.606646,23h16m55.46s,-18d36m23.93s,10.748,-0.013,0.013,80.5407,-0.2655,0.2672,5059,-89,89,0,0.79,-0.02,0.02,0,0.73,-0.02,0.02,0,-0.114,-0.051,0.051,0,4.3,-3.8,3.8,0,-0.471,-0.013,0.012,0,4.58,-0.02,0.02,0,1.5572755,2.425107,1.7297482,1.2337719,0.000282581,0.021523116,0.0173676,0.0249924,0.021266705,766.12592,541.23276,1120.78,1331.9858,1228.6996,1473.94,1504.2687,1387.6232,1664.5836,Terran,K,23 16 55.46,-18 36 23.93,0.33806484,0.45411774,1.0954053,0.57520649,1.0385427,0.60868999,1.0385427,0.55529646,1.0385427,1.5698703,0.54529791,0.4217081,0,0,Hot,0,0.28487692,Aquarius,Aqr,Water Carrier
TOI-4562 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,16-02-2024,732,-149,152,0,Mass,12.53,-0.15,0.15,0,225.11781,-0.00022,0.00025,0,0.768,-0.005,0.005,0,0.76,-0.02,0.02,0,89.06,-0.04,0.04,0,60,-9,9,0,TOI-4562,,,F7 V,112.01006,-63.517779,07h28m02.41s,-63d31m04.00s,12.14,-0.217,0.217,339.605,-2.491,2.528,6096,-32,32,0,1.19,-0.06,0.06,0,1.15,-0.05,0.05,0,0.08,-0.06,0.06,0,0.7,,,1,0.253,-0.022,0.015,0,4.39,-0.01,0.01,1,7.6432841,58.419792,4.6623937,0.37209846,0.015679989,0.9897984,0.18432,1.35168,0.83834061,4.6710617,0.98005901,52.705395,321.83958,253.46195,686.3782,,286.24544,775.15632,Jovian,F,07 28 02.41,-63 31 04.00,1.7906059,0.98499507,2.3030761,1.2476073,2.1835259,1.3189167,2.1835259,1.2042653,2.1835259,3.6129651,3.7124856,0.35720991,0,0,Hot,0,0.24327995,Carina,Car,Keel
HIP 12961 b,Radial Velocity,La Silla Observatory,2010,04-09-2018,114.4188,-22.2481,22.2481,0,Msini,13.2,,,0,57.435,-0.042,0.042,0,0.25,-0.01,0.01,0,0.17,-0.03,0.03,0,,,,0,272,-13,13,0,HIP 12961,,HIP 12961,M0,41.680075,-23.086005,02h46m43.22s,-23d05m09.62s,10.25,-0.03,0.03,23.371,-0.0184,0.0185,3901,-175,175,0,0.69,-0.19,0.19,0,0.65,-0.06,0.06,0,-0.14,,,0,,,,0,-1.003,-0.031,0.043,0,4.65,-0.09,0.09,0,2.9441622,8.6680909,0.65667355,0.049747996,0.011403009,0.2536125,0.2075,0.2925,0.25091181,1.6124565,1.1607756,2.3065549,285.48886,264.41542,313.93567,,298.61566,354.541,Jovian,M,02 46 43.22,-23 05 09.62,0.099311605,0.25612998,0.65149497,0.32442802,0.61766934,0.34379046,0.61766934,0.31318243,0.61766934,0.85087108,0.071291305,0.40766256,0,0,Hot,0,0.37027471,Eridanus,Eri,River
HD 11755 b,Radial Velocity,Bohyunsan Optical Astronomical Observatory,2015,04-09-2018,1789.3829,-292.4036,292.4036,0,Msini,12.8,,,0,433.70001,-3.2,3.2,0,1.09,-0.04,0.04,0,0.19,-0.1,0.1,0,,,,0,155.3,-12.6,12.6,0,HD 11755,HD 11755,HIP 9242,G5,29.707836,73.152137,01h58m49.88s,+73d09m07.69s,6.88269,-0.023,0.023,235.045,-1.595,1.616,4312,-5,5,0,0.72,-0.17,0.17,0,20.58,-2.27,2.27,0,-0.74,,,0,10.2,-1.3,1.3,0,2.169,-0.005,0.005,0,1.67,-0.03,0.03,0,11.823516,139.79554,10.921526,0.85324426,0.11962456,1.1096745,0.8829,1.2971,1.0949779,126.51179,87.710802,189.31149,848.4906,779.58411,944.91763,,880.41775,1067.136,Jovian,G,01 58 49.88,+73 09 07.69,147.57065,9.7738793,24.362894,12.380149,23.098102,13.112444,23.098102,11.951593,23.098102,32.799239,0.14650491,0.47217432,0,0,Hot,0,0.078038714,Cassiopeia,Cas,Cassiopeia
HD 29985 b,Radial Velocity,Multiple Observatories,2022,12-06-2023,1739.4749,-367.72747,617.85842,0,Mass,12.8,,,0,20608.14,-7737.112,4708.9564,0,13.39,-3.68,2.071,0,0.261,-0.169,0.144,0,52.658,-27.013,32.134,0,89.414,-91.445,125.331,0,HD 29985,HD 29985,,,70.521659,-33.92107,04h42m05.20s,-33d55m15.85s,9.98,-0.03,0.03,31.2707,-0.0217,0.0217,4678,-107.02,122.98,0,0.75,-0.09,0.09,0,0.57,-0.04,0.04,0,-0.22,-0.07,0.07,0,,,,0,-0.846,-0.013,0.019,0,4.79,-0.09,0.08,0,11.657464,135.89647,10.616912,0.82944625,1.3101748,13.84607,9.89521,16.88479,13.506651,0.000823681,0.000500045,0.001455962,42.591788,38.093588,49.760783,,43.020721,56.196985,Jovian,K,04 42 05.20,-33 55 15.85,0.14256076,0.29994096,0.73508222,0.37992133,0.69692278,0.40221472,0.69692278,0.36677527,0.69692278,1.0194449,0.2785101,0.419152,0,0,Cold,0,0.070521771,Caelum,Cae,Chisel
HD 115954 b,Radial Velocity,Haute-Provence Observatory,2021,12-06-2023,2685.65,-146.20107,193.87533,0,Mass,12.6,,,0,3700,-390,1500,0,5,-0.36,1.3,0,0.487,-0.041,0.095,0,79,-11,7.7,0,185.6,-8.8,7.5,0,HD 115954,HD 115954,HIP 65042,G0 V,199.98537,38.369138,13h19m56.49s,+38d22m08.90s,8.34,-0.03,0.03,87.6437,-0.2747,0.2763,5957,-26,26,0,1.18,-0.06,0.06,0,1.21,-0.08,0.08,0,0.34,-0.02,0.02,0,,,,0,0.481,-0.012,0.013,0,4.15,-0.04,0.04,0,14.599549,213.14683,16.916415,1.3425726,0.33749066,5.5929225,2.565,7.435,5.1612576,0.13862636,0.054756799,0.46007143,147.90128,123.22795,209.80026,,139.16661,236.93643,Jovian,G,13 19 56.49,+38 22 08.90,3.0269134,1.2915721,3.0292983,1.6359281,2.8720504,1.7296309,2.8720504,1.5791305,2.8720504,4.6974673,2.9156322,0.48750431,0,0,Cold,0,0.19383483,Canes Venatici,CVn,Hunting Dogs
HIP 97233 b,Radial Velocity,Multiple Observatories,2014,12-06-2023,6098.1736,-102.9764,1157.8489,0,Mass,12.1,,,0,1062.2651,-9.63078,8.8071,0,2.491,-0.051,0.049,0,0.63,-0.042,0.044,0,86.083,-20.89,20.58,0,249.249,-3.867,4.549,0,HIP 97233,HD 186641,HIP 97233,K0/1 III,296.42212,-0.6968794,19h45m41.31s,-00d41m48.77s,7.34,-0.03,0.03,102.275,-0.404,0.407,5020,-100,100,0,1.81,-0.1,0.1,0,5.34,-0.55,0.55,0,0.29,-0.13,0.13,0,,,,0,1.204,-0.191,0.132,0,3.26,-0.2,0.2,0,22.449528,503.98129,41.651347,3.44226,0.1382084,2.985339,0.92167,4.06033,2.6346003,3.3193869,0.97023589,18.829947,313.86461,252.82443,530.65466,,285.52547,599.29105,Jovian,K,19 45 41.31,-00 41 48.77,15.99558,3.1296262,7.5606942,3.964132,7.1682166,4.1950726,7.1682166,3.826928,7.1682166,10.798508,0.67228341,0.56222565,0,0,Hot,0,0.29066816,Aquila,Aql,Eagle
HD 95872 b,Radial Velocity,Multiple Facilities,2015,04-09-2018,1188.6842,-295.5819,295.5819,0,Msini,13,,,0,4375,-170,170,0,5.15,-0.16,0.16,0,0.06,-0.04,0.04,0,,,,0,17,-67,67,0,HD 95872,HD 95872,,K0 V,165.86588,-22.09433,11h03m27.81s,-22d05m39.59s,9.955,-0.007,0.007,72.2195,-0.1784,0.1792,5312,-100,100,0,0.7,-0.25,0.25,0,0.84,-0.04,0.04,0,0.41,,,0,10,-3.7,3.7,0,-0.242,-0.002,0.002,0,4.43,-0.15,0.15,0,9.5622825,91.437246,7.0336343,0.54104879,0.57770991,5.15927,4.841,5.459,5.1523202,0.021635587,0.019220904,0.024441611,97.633371,94.851273,100.72382,,107.11961,113.75172,Jovian,K,11 03 27.81,-22 05 39.59,0.57279603,0.58342329,1.3942819,0.73898683,1.3219054,0.78179038,1.3219054,0.71339242,1.3219054,2.0434488,0.8088947,0.46621995,0,0,Cold,0,0.091215607,Crater,Crt,Cup
OGLE-2015-BLG-0966L b,Microlensing,OGLE,2016,05-12-2019,21,-2,2,0,Mass,4.86,,,0,,,,0,2.7,,,0,,,,0,,,,0,,,,0,OGLE-2015-BLG-0966L,,,,268.75425,-29.047111,17h55m01.02s,-29d02m49.6s,,,,3300,,,,,,0,0.38,-0.04,0.04,0,,,,0,,,,0,,,,0,,,,0,,,,0,2.0786985,4.3209877,0.88909211,0.18294076,0.1028713,2.7,2.7,2.7,2.7,,,,,,,,,,Neptunian,,17 55 01.02,-29 02 49.60,,,,,,,,,,,,0.33415322,0,0,,0,,Sagittarius,Sgr,Archer
TOI-1470 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,07-08-2023,7.32,-1.24,1.21,0,Mass,2.18,-0.04,0.04,0,2.527093,-3.00E-06,4.0000000e-06,0,0.0285,-0.0004,0.0004,0,0.3,,,1,87.42,-0.12,0.12,0,,,,0,TOI-1470,,,M1.5 V,10.089143,61.213387,00h40m21.39s,+61d12m48.19s,13.459,-0.036,0.036,51.9503,-0.0745,0.0745,3709,-11,11,0,0.47,-0.01,0.01,0,0.47,0,0,0,0,-0.03,0.03,0,1.3,-0.7,0.7,0,-1.425,-0.001,0.001,0,4.77,-0.02,0.02,0,1.8324296,3.3577982,1.5402744,0.70654788,0.000498348,0.0297825,0.01995,0.03705,0.028830516,48.505343,27.379378,94.430915,660.57708,582.7142,794.1056,746.01801,658.08413,896.81749,Superterran,M,00 40 21.39,+61 12 48.19,0.03758374,0.15809966,0.40602648,0.20025695,0.38494418,0.21225672,0.38494418,0.19330916,0.38494418,0.52343621,0.045102246,0.29056815,0,0,Hot,0,0.27249568,Cassiopeia,Cas,Cassiopeia
V1298 Tau b,Transit,K2,2019,03-05-2023,203.41018,-60.3874,60.3874,0,Mass,10.27,-0.53,0.58,0,24.1396,-0.0018,0.0018,0,0.1688,-0.0026,0.0026,0,0.29,,,1,89,-0.24,0.46,0,85,-72,72,0,V1298 Tau,,,K1,61.331654,20.157032,04h05m19.60s,+20d09m25.31s,10.115,-0.009,0.009,108.199,-0.696,0.704,5050,-100,100,0,1.1,-0.05,0.05,0,1.34,-0.05,0.06,0,0.1,-0.15,0.15,0,0.023,-0.004,0.004,0,-0.02,-0.019,0.018,0,4.25,-0.03,0.03,0,4.4504212,19.806249,1.928554,0.1877852,0.006829822,0.17589804,0.119848,0.217752,0.17062551,35.021205,20.140753,66.487257,609.64599,539.65802,727.41845,,609.45893,821.50484,Jovian,K,04 05 19.60,+20 09 25.31,0.95499259,0.76358949,1.8425461,0.96719787,1.7468992,1.02351,1.7468992,0.93372011,1.7468992,2.6385405,0.59957102,0.19692931,0,0,Hot,0,0.11439136,Taurus,Tau,Bull
HD 22946 d,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,10-07-2023,26.57,,,1,Mass,2.607,-0.06,0.06,0,47.42489,-0.00011,0.0001,0,0.2958,-0.0042,0.0044,0,,,,0,,,,0,,,,0,HD 22946,HD 22946,HIP 17047,F7/F8V,54.819538,-42.763028,03h39m16.69s,-42d45m46.90s,8.270001,-0.03,0.03,62.7792,-0.1156,0.1161,6169,-64,64,0,1.1,-0.04,0.04,0,1.12,-0.01,0.01,0,-0.08,-0.04,0.04,0,2.5,-1,1,0,0.209,-0.014,0.013,0,4.47,-0.11,0.11,0,3.1924585,10.191791,3.9093944,1.4995759,0.008552959,0.2958,0.2958,0.2958,0.2958,18.492842,18.492842,18.492842,528.26352,528.26352,528.26352,,596.59064,596.59064,Neptunian,F,03 39 16.69,-42 45 46.90,1.61808,0.93218516,2.1763223,1.1807152,2.0633518,1.2481287,2.0633518,1.1396838,2.0633518,3.4345019,4.0996486,0.43020858,0,0,Hot,0,0.29154607,Eridanus,Eri,River
WASP-70 A b,Transit,SuperWASP,2014,04-03-2024,187.512,-6.992,6.992,0,Mass,13.047,-1.143,0.818,0,3.7130203,-4.70E-06,4.7000000e-06,0,0.04853,-0.00062,0.00062,0,0,,,0,87.12,-0.65,1.24,0,,,,0,WASP-70 A,HD 358155,,G4,315.47719,-13.433382,21h01m54.53s,-13d26m00.18s,10.786,-0.013,0.013,222.355,-2.816,2.888,5763,-79,79,0,1.11,-0.04,0.04,0,1.22,-0.09,0.06,0,-0.006,-0.063,0.063,0,9.5,-0.5,0.5,0,0.162,-0.007,0.007,0,4.31,-0.04,0.05,0,3.7910473,14.37204,1.1015589,0.084430056,0.002683475,0.04853,0.04853,0.04853,0.04853,616.56578,616.56578,616.56578,1269.3885,1269.3885,1269.3885,,1433.5749,1433.5749,Jovian,G,21 01 54.53,-13 26 00.18,1.4521116,0.9051531,2.1333669,1.1464891,2.0226257,1.2123633,2.0226257,1.1067171,2.0226257,3.253597,2.0470707,0.53903848,0,0,Hot,0,0.070202469,Aquarius,Aqr,Water Carrier
HAT-P-18 b,Transit,HATNet,2010,04-03-2024,62.61,-4.132,4.132,0,Mass,11.153,-0.583,0.583,0,5.508023,-6.00E-06,6.0000000e-06,0,0.0559,-0.0007,0.0007,0,0.084,-0.048,0.048,0,88.8,-0.3,0.3,0,120,-56,56,0,HAT-P-18,,,K2,256.34638,33.012325,17h05m23.13s,+33d00m44.37s,12.597,-0.069,0.069,161.4,-0.605,0.61,4803,-80,80,0,0.77,-0.03,0.03,0,0.75,-0.04,0.04,0,0.1,-0.08,0.08,0,12.4,-6.4,4.4,0,-0.569,-0.07,0.06,0,4.57,-0.04,0.04,0,2.3693324,5.6137362,0.50333867,0.045130339,0.00221893,0.056097215,0.0512044,0.0605956,0.055949418,86.639115,73.471316,102.89291,776.16119,745.81165,811.32726,,842.27707,916.26665,Jovian,K,17 05 23.13,+33 00 44.37,0.26977394,0.41047997,1.000534,0.51993515,0.94859513,0.55036278,0.94859513,0.50194381,0.94859513,1.4023737,0.34826955,0.49883704,0,0,Hot,0,0.090927687,Hercules,Her,Hercules
HD 86226 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,04-03-2024,7.25,-1.12,1.19,0,Mass,2.16,-0.08,0.08,0,3.98442,-0.00018,0.00018,0,0.049,-0.001,0.001,0,0.075,-0.048,0.065,0,86.45,-0.16,0.26,0,196,-90,60,0,HD 86226,HD 86226,HIP 48739,G1 V,149.12352,-24.099186,09h56m29.64s,-24d05m57.07s,7.93,-0.03,0.03,45.683,-0.1048,0.1053,5863,-88,88,0,1.02,-0.07,0.06,0,1.05,-0.03,0.03,0,0.018,-0.043,0.057,0,4.6,-2.7,3.7,0,0.072,-0.011,0.013,0,4.4,-0.03,0.03,0,1.8320703,3.3564815,1.5539266,0.71941047,0.000871704,0.049137813,0.045325,0.052675,0.049034517,492.98391,425.39356,574.54543,1199.0817,1156.9043,1247.1848,1354.1743,1306.5416,1408.4992,Superterran,G,09 56 29.64,-24 05 57.07,1.1803206,0.81115047,1.9068527,1.0274202,1.8078698,1.0863566,1.8078698,0.99176379,1.8078698,2.9333492,2.3632175,0.46439179,0,0,Hot,0,0.24944255,Hydra,Hya,Water Snake
XO-4 b,Transit,Lowell Observatory,2010,04-03-2024,451.3186,-60.3877,60.3877,0,Mass,14.011,-0.897,0.897,0,4.12508,-4.00E-06,4.0000000e-06,0,0.05524,-0.00028,0.00027,0,0,,,0,88.8,-0.6,0.6,0,240,-160,39,0,XO-4,,,F5 V,110.38803,58.268109,07h21m33.13s,+58d16m05.19s,10.814,-0.008,0.008,272.655,-2.855,2.914,6397,-70,70,0,1.1,-0.22,0.22,0,1.45,-0.09,0.09,0,-0.04,,,0,2.1,-0.6,0.6,0,0.536,-0.007,0.007,0,4.18,-0.03,0.03,0,5.6755382,32.211734,2.2990317,0.16408763,0.004105844,0.05524,0.05524,0.05524,0.05524,1125.8814,1125.8814,1125.8814,1475.6144,1475.6144,1475.6144,,1666.4746,1666.4746,Jovian,F,07 21 33.13,+58 16 05.19,3.4355795,1.3398165,3.115033,1.6970147,2.9533355,1.793596,2.9533355,1.6379823,2.9533355,5.0045354,6.0654291,0.41788708,0,0,Hot,0,0.065191477,Lynx,Lyn,Lynx
HATS-6 b,Transit,HATSouth,2015,04-03-2024,101.38777,-22.2481,22.2481,0,Mass,11.187,-0.213,0.213,0,3.3252725,-2.10E-06,2.1000000e-06,0,0.03623,-0.00057,0.00042,0,0,,,0,88.21,-0.084,0.084,0,,,,0,HATS-6,,,M1 V,88.146808,-19.031627,05h52m35.23s,-19d01m53.86s,15.044,-0.092,0.092,169.318,-1.051,1.065,3724,-18,18,0,0.57,-0.03,0.02,0,0.57,-0.01,0.01,0,0.2,-0.091,0.091,0,8.1,-4.3,4.3,0,-1.1,-0.006,0.006,0,4.68,-0.01,0.01,0,3.0104815,9.062999,0.81013668,0.072417688,0.002038092,0.03623,0.03623,0.03623,0.03623,60.515041,60.515041,60.515041,710.50239,710.50239,710.50239,,802.4008,802.4008,Jovian,M,05 52 35.23,-19 01 53.86,0.079432823,0.22978808,0.58969187,0.29106118,0.55907321,0.30849674,0.55907321,0.28096377,0.55907321,0.76096339,0.049353233,0.42033668,0,0,Hot,0,0.095913301,Lepus,Lep,Hare
K2-121 b,Transit,K2,2017,04-03-2024,44.1,,,0,M-R relationship,7.52,-0.18,0.22,0,5.1857539,-5.00E-07,6.0000000e-07,0,0.0629,-0.0043,0.0033,0,0.22,-0.18,0.19,0,89.027,-0.538,0.568,0,72.97,-104.5057,64.8569,0,K2-121,,,,126.93666,17.579327,08h27m44.80s,+17d34m45.58s,13.229,-0.08,0.08,169.398,-1.048,1.061,4690,-41,43,0,0.69,-0.03,0.03,0,0.67,-0.01,0.01,0,-0.16,-0.06,0.05,0,,,,0,-0.745,-0.02,0.024,0,4.63,-0.02,0.02,0,2.4216444,5.8643617,0.77983533,0.10370151,0.001962127,0.06442218,0.049062,0.076738,0.06328673,46.609183,30.547737,74.732499,659.46748,598.88643,748.99184,,676.34811,845.86859,Neptunian,K,08 27 44.80,+17 34 45.58,0.17988709,0.33676585,0.82489329,0.42656566,0.78207166,0.45158961,0.78207166,0.41180562,0.78207166,1.1451537,0.27651814,0.40766256,0,0,Hot,0,0.13300305,Cancer,Cnc,Crab
HR 5183 b,Radial Velocity,Multiple Observatories,2019,12-06-2023,1052.012,-38.13941,50.85255,0,Mass,13.1,,,0,27000,-8000,16000,0,18,-4,6,0,0.84,-0.04,0.04,0,80.3,-9.4,6.7,0,-20,-2,2,0,HR 5183,HD 120066,HIP 67246,G0 V,206.7358,6.3498994,13h46m56.59s,+06d20m59.64s,6.33432,-0.023,0.023,31.4607,-0.0389,0.039,5794,-100,100,0,1.07,-0.04,0.04,0,1.53,-0.05,0.06,0,0.1,-0.06,0.06,0,7.7,-1.2,1.4,0,0.397,-0.001,0.001,0,4.02,-0.1,0.1,0,8.9613761,80.306262,6.130249,0.46795794,0.2864552,24.3504,2.88,33.12,20.171345,0.014190121,0.002274151,0.3007565,71.282395,55.629422,188.64855,,62.82469,213.04889,Jovian,G,13 46 56.59,+06 20 59.64,2.4945947,1.184166,2.7886787,1.4998924,2.6439209,1.586028,2.6439209,1.4478541,2.6439209,4.2644572,2.1327965,0.51416347,0,0,Cold,0,0.08314438,Virgo,Vir,Virgin
K2-107 b,Transit,K2,2017,04-03-2024,266.9772,-25.4264,25.4264,0,Mass,15.98,-0.55,0.55,0,3.313959,-2.40E-05,2.4000000e-05,0,0.0475,-0.0006,0.0006,0,0,,,0,82.361,-0.263,0.336,0,,,,0,K2-107,,,F9 IV,284.98536,-22.293421,18h59m56.49s,-22d17m36.31s,13.012,-0.103,0.103,685.2,-19.364,20.502,6061,-96,96,0,1.3,-0.05,0.05,0,1.81,-0.06,0.06,0,0.14,-0.06,0.06,0,4.25,-1.75,1.75,0,0.464,-0.02,0.019,0,4.04,-0.03,0.03,0,4.0874147,16.706959,1.0454918,0.065425018,0.002803211,0.0475,0.0475,0.0475,0.0475,1290.0685,1290.0685,1290.0685,1526.6972,1526.6972,1526.6972,,1724.1646,1724.1646,Jovian,F,18 59 56.49,-22 17 36.31,2.9107171,1.2585251,2.9448469,1.5940655,2.7919829,1.6852251,2.7919829,1.538696,2.7919829,4.6064225,3.6003892,0.49690204,0,0,Hot,0,0.057873065,Sagittarius,Sgr,Archer
WASP-13 b,Transit,SuperWASP,2009,04-03-2024,114.4188,-28.6047,28.6047,0,Mass,13.675,-1.569,1.569,0,4.35301,-3.00E-06,3.0000000e-06,0,0.05362,-0.00085,0.00074,0,0,,,0,85.43,-0.29,0.29,0,,,,0,WASP-13,,,,140.10297,33.882329,09h20m24.71s,+33d52m56.38s,10.424,-0.008,0.008,227.537,-3.028,3.11,5950,-70,70,0,0.72,-0.25,0.25,0,1.37,-0.15,0.15,0,0,,,0,5,-1.7,2.6,0,0.436,-0.008,0.008,0,4.06,-0.1,0.1,0,2.8925777,8.3670055,0.61184684,0.044741999,0.00290514,0.05362,0.05362,0.05362,0.05362,949.1752,949.1752,949.1752,1413.9573,1413.9573,1413.9573,,1596.8426,1596.8426,Jovian,G,09 20 24.71,+33 52 56.38,2.7289778,1.2268853,2.8780545,1.5539949,2.7286575,1.6430146,2.7286575,1.5000436,2.7286575,4.4602969,2.4433934,0.41927342,0,0,Hot,0,0.066780801,Lynx,Lyn,Lynx
